Time,Fz,Mx,My,CoPx,CoPy
0.000000,641.113147,-5.417754,-6.984462,0.010894,-0.008451
0.001000,641.205367,-5.437124,-6.962882,0.010859,-0.008480
0.002000,641.205367,-5.437124,-6.962882,0.010859,-0.008480
0.003000,641.298237,-5.456714,-6.984642,0.010891,-0.008509
0.004000,641.205367,-5.437124,-6.962882,0.010859,-0.008480
0.005000,641.394237,-5.436124,-6.918652,0.010787,-0.008475
0.006000,641.487107,-5.455714,-6.940412,0.010819,-0.008505
0.007000,641.675977,-5.454714,-6.896182,0.010747,-0.008501
0.008000,641.865497,-5.453934,-6.895292,0.010743,-0.008497
0.009000,641.865497,-5.453934,-6.895292,0.010743,-0.008497
0.010000,641.864847,-5.453714,-6.851952,0.010675,-0.008497
0.011000,641.864847,-5.453714,-6.851952,0.010675,-0.008497
0.012000,641.770277,-5.473824,-6.872932,0.010709,-0.008529
0.013000,641.954717,-5.512564,-6.829772,0.010639,-0.008587
0.014000,641.954717,-5.512564,-6.829772,0.010639,-0.008587
0.015000,642.239457,-5.491894,-6.851242,0.010668,-0.008551
0.016000,642.146587,-5.472304,-6.829482,0.010635,-0.008522
0.017000,642.144237,-5.511784,-6.828882,0.010634,-0.008583
0.018000,642.236457,-5.531154,-6.807302,0.010599,-0.008612
0.019000,642.235807,-5.530934,-6.763962,0.010532,-0.008612
0.020000,642.328677,-5.550524,-6.785722,0.010564,-0.008641
0.021000,642.328677,-5.550524,-6.785722,0.010564,-0.008641
0.022000,642.425327,-5.530154,-6.763072,0.010527,-0.008608
0.023000,642.610417,-5.569114,-6.763252,0.010525,-0.008666
0.024000,642.702637,-5.588484,-6.741672,0.010490,-0.008695
0.025000,642.892157,-5.587704,-6.740782,0.010485,-0.008692
0.026000,642.796287,-5.607374,-6.675082,0.010384,-0.008723
0.027000,642.893587,-5.587224,-6.695772,0.010415,-0.008691
0.028000,642.796937,-5.607594,-6.718422,0.010452,-0.008724
0.029000,642.889157,-5.626964,-6.696842,0.010417,-0.008753
0.030000,642.889157,-5.626964,-6.696842,0.010417,-0.008753
0.031000,643.170897,-5.645554,-6.674372,0.010377,-0.008778
0.032000,643.167897,-5.684814,-6.630432,0.010309,-0.008839
0.033000,643.263117,-5.664924,-6.652792,0.010342,-0.008807
0.034000,643.355337,-5.684294,-6.631212,0.010307,-0.008835
0.035000,643.448207,-5.703884,-6.652972,0.010340,-0.008865
0.036000,643.352987,-5.723774,-6.630612,0.010306,-0.008897
0.037000,643.445207,-5.743144,-6.609032,0.010271,-0.008926
0.038000,643.352337,-5.723554,-6.587272,0.010239,-0.008896
0.039000,643.537427,-5.762514,-6.587452,0.010236,-0.008954
0.040000,643.726947,-5.761734,-6.586562,0.010232,-0.008951
0.041000,643.722517,-5.801474,-6.587632,0.010234,-0.009012
0.042000,643.626647,-5.821144,-6.521932,0.010133,-0.009044
0.043000,643.719517,-5.840734,-6.543692,0.010165,-0.009073
0.044000,643.529997,-5.841514,-6.544582,0.010170,-0.009077
0.045000,643.526997,-5.880774,-6.500642,0.010102,-0.009138
0.046000,643.619867,-5.900364,-6.522402,0.010134,-0.009167
0.047000,643.617517,-5.939844,-6.521802,0.010133,-0.009229
0.048000,643.709737,-5.959214,-6.500222,0.010098,-0.009258
0.049000,643.613087,-5.979584,-6.522872,0.010135,-0.009291
0.050000,643.613867,-5.978884,-6.434522,0.009997,-0.009290
0.051000,643.706737,-5.998474,-6.456282,0.010030,-0.009319
0.052000,643.702307,-6.038214,-6.457352,0.010032,-0.009380
0.053000,643.609437,-6.018624,-6.435592,0.009999,-0.009351
0.054000,643.606437,-6.057884,-6.391652,0.009931,-0.009412
0.055000,643.694877,-6.117214,-6.414482,0.009965,-0.009503
0.056000,643.791527,-6.096844,-6.391832,0.009928,-0.009470
0.057000,643.691877,-6.156474,-6.370542,0.009897,-0.009564
0.058000,643.879317,-6.155954,-6.371322,0.009895,-0.009561
0.059000,643.876967,-6.195434,-6.370722,0.009894,-0.009622
0.060000,643.684447,-6.235474,-6.327672,0.009830,-0.009687
0.061000,643.777317,-6.255064,-6.349432,0.009863,-0.009716
0.062000,643.589227,-6.255364,-6.305312,0.009797,-0.009719
0.063000,643.581797,-6.334364,-6.262442,0.009731,-0.009842
0.064000,643.766887,-6.373324,-6.262622,0.009728,-0.009900
0.065000,643.951977,-6.412284,-6.262802,0.009726,-0.009958
0.066000,643.951977,-6.412284,-6.262802,0.009726,-0.009958
0.067000,643.761537,-6.452064,-6.218082,0.009659,-0.010022
0.068000,643.476797,-6.472734,-6.196612,0.009630,-0.010059
0.069000,643.472367,-6.512474,-6.197682,0.009632,-0.010121
0.070000,643.566667,-6.531584,-6.174432,0.009594,-0.010149
0.071000,643.661237,-6.511474,-6.153452,0.009560,-0.010116
0.072000,643.561587,-6.571104,-6.132162,0.009528,-0.010211
0.073000,643.369717,-6.611364,-6.132452,0.009532,-0.010276
0.074000,643.647027,-6.669694,-6.111052,0.009494,-0.010362
0.075000,643.547377,-6.729324,-6.089762,0.009463,-0.010457
0.076000,643.551807,-6.689584,-6.088692,0.009461,-0.010395
0.077000,643.359937,-6.729844,-6.088982,0.009464,-0.010460
0.078000,643.071417,-6.790474,-6.111922,0.009504,-0.010559
0.079000,643.070767,-6.790254,-6.068582,0.009437,-0.010559
0.080000,643.160637,-6.849104,-6.046402,0.009401,-0.010649
0.081000,643.159987,-6.848884,-6.003062,0.009334,-0.010649
0.082000,643.250507,-6.907954,-6.024222,0.009365,-0.010739
0.083000,642.964337,-6.929104,-6.047762,0.009406,-0.010777
0.084000,642.961337,-6.968364,-6.003822,0.009338,-0.010838
0.085000,643.054207,-6.987954,-6.025582,0.009370,-0.010867
0.086000,643.051207,-7.027214,-5.981642,0.009302,-0.010928
0.087000,642.954557,-7.047584,-6.004292,0.009339,-0.010961
0.088000,642.859337,-7.067474,-5.981932,0.009305,-0.010994
0.089000,643.043777,-7.106214,-5.938772,0.009235,-0.011051
0.090000,643.043777,-7.106214,-5.938772,0.009235,-0.011051
0.091000,642.851907,-7.146474,-5.939062,0.009239,-0.011117
0.092000,642.848907,-7.185734,-5.895122,0.009170,-0.011178
0.093000,643.034647,-7.224914,-5.938642,0.009235,-0.011236
0.094000,643.030217,-7.264654,-5.939712,0.009237,-0.011298
0.095000,643.027217,-7.303914,-5.895772,0.009169,-0.011359
0.096000,642.931997,-7.323804,-5.873412,0.009135,-0.011391
0.097000,643.024217,-7.343174,-5.851832,0.009100,-0.011420
0.098000,642.924567,-7.402804,-5.830542,0.009069,-0.011514
0.099000,642.824917,-7.462434,-5.809252,0.009037,-0.011609
0.100000,642.920137,-7.442544,-5.831612,0.009071,-0.011576
0.101000,642.917137,-7.481804,-5.787672,0.009002,-0.011637
0.102000,642.910357,-7.561024,-5.788142,0.009003,-0.011761
0.103000,642.815137,-7.580914,-5.765782,0.008970,-0.011793
0.104000,642.627047,-7.581214,-5.721662,0.008904,-0.011797
0.105000,642.715487,-7.640544,-5.744492,0.008938,-0.011888
0.106000,642.620267,-7.660434,-5.722132,0.008904,-0.011921
0.107000,642.617267,-7.699694,-5.678192,0.008836,-0.011982
0.108000,642.520617,-7.720064,-5.700842,0.008873,-0.012015
0.109000,642.418617,-7.819174,-5.678952,0.008840,-0.012171
0.110000,642.321967,-7.839544,-5.701602,0.008877,-0.012205
0.111000,642.226097,-7.859214,-5.635902,0.008776,-0.012237
0.112000,642.221667,-7.898954,-5.636972,0.008777,-0.012299
0.113000,642.314537,-7.918544,-5.658732,0.008810,-0.012328
0.114000,642.311537,-7.957804,-5.614792,0.008742,-0.012389
0.115000,642.496627,-7.996764,-5.614972,0.008739,-0.012446
0.116000,642.588847,-8.016134,-5.593392,0.008704,-0.012475
0.117000,642.681717,-8.035724,-5.615152,0.008737,-0.012503
0.118000,642.586497,-8.055614,-5.592792,0.008704,-0.012536
0.119000,642.489197,-8.075764,-5.572102,0.008673,-0.012569
0.120000,642.581417,-8.095134,-5.550522,0.008638,-0.012598
0.121000,642.486197,-8.115024,-5.528162,0.008604,-0.012631
0.122000,642.386547,-8.174654,-5.506872,0.008573,-0.012725
0.123000,642.289897,-8.195024,-5.529522,0.008609,-0.012759
0.124000,642.571637,-8.213614,-5.507052,0.008570,-0.012782
0.125000,642.567857,-8.253574,-5.551462,0.008639,-0.012845
0.126000,642.471987,-8.273244,-5.485762,0.008539,-0.012877
0.127000,642.280117,-8.313504,-5.486052,0.008542,-0.012944
0.128000,642.276467,-8.352544,-5.398772,0.008406,-0.013005
0.129000,642.373117,-8.332174,-5.376122,0.008369,-0.012971
0.130000,642.276467,-8.352544,-5.398772,0.008406,-0.013005
0.131000,642.274117,-8.392024,-5.398172,0.008405,-0.013066
0.132000,642.269687,-8.431764,-5.399242,0.008407,-0.013128
0.133000,642.361907,-8.451134,-5.377662,0.008372,-0.013156
0.134000,642.361907,-8.451134,-5.377662,0.008372,-0.013156
0.135000,642.266687,-8.471024,-5.355302,0.008338,-0.013189
0.136000,642.261337,-8.549764,-5.310762,0.008269,-0.013312
0.137000,642.164687,-8.570134,-5.333412,0.008305,-0.013346
0.138000,642.164037,-8.569914,-5.290072,0.008238,-0.013345
0.139000,642.068817,-8.589804,-5.267712,0.008204,-0.013378
0.140000,642.066467,-8.629284,-5.267112,0.008203,-0.013440
0.141000,642.253907,-8.628764,-5.267892,0.008202,-0.013435
0.142000,642.157257,-8.649134,-5.290542,0.008239,-0.013469
0.143000,642.154907,-8.688614,-5.289942,0.008238,-0.013530
