Time,Fz,Mx,My,CoPx,CoPy
0.000000,486.951297,25.863776,8.059864,-0.016552,0.053114
0.001000,486.948947,25.824296,8.060464,-0.016553,0.053033
0.002000,486.948947,25.824296,8.060464,-0.016553,0.053033
0.003000,487.140817,25.864556,8.060754,-0.016547,0.053095
0.004000,487.140817,25.864556,8.060754,-0.016547,0.053095
0.005000,487.229257,25.805226,8.037924,-0.016497,0.052963
0.006000,487.044167,25.844186,8.038104,-0.016504,0.053063
0.007000,487.044167,25.844186,8.038104,-0.016504,0.053063
0.008000,486.951947,25.863556,8.016524,-0.016463,0.053113
0.009000,486.951947,25.863556,8.016524,-0.016463,0.053113
0.010000,486.951947,25.863556,8.016524,-0.016463,0.053113
0.011000,487.047167,25.883446,7.994164,-0.016414,0.053144
0.012000,487.234607,25.883966,7.993384,-0.016406,0.053124
0.013000,487.143817,25.903816,8.016814,-0.016457,0.053175
0.014000,487.047167,25.883446,7.994164,-0.016414,0.053144
0.015000,486.862077,25.922406,7.994344,-0.016420,0.053244
0.016000,486.864427,25.961886,7.993744,-0.016419,0.053325
0.017000,486.862077,25.922406,7.994344,-0.016420,0.053244
0.018000,486.862077,25.922406,7.994344,-0.016420,0.053244
0.019000,486.862077,25.922406,7.994344,-0.016420,0.053244
0.020000,487.047167,25.883446,7.994164,-0.016414,0.053144
0.021000,486.862077,25.922406,7.994344,-0.016420,0.053244
0.022000,486.862077,25.922406,7.994344,-0.016420,0.053244
0.023000,486.954947,25.902816,7.972584,-0.016372,0.053193
0.024000,486.769857,25.941776,7.972764,-0.016379,0.053294
0.025000,486.676987,25.961366,7.994524,-0.016427,0.053344
0.026000,486.677637,25.961146,7.951184,-0.016338,0.053344
0.027000,486.769857,25.941776,7.972764,-0.016379,0.053294
0.028000,486.864427,25.961886,7.993744,-0.016419,0.053325
0.029000,486.772207,25.981256,7.972164,-0.016378,0.053375
0.030000,486.865077,25.961666,7.950404,-0.016330,0.053324
0.031000,486.865077,25.961666,7.950404,-0.016330,0.053324
0.032000,486.677637,25.961146,7.951184,-0.016338,0.053344
0.033000,486.584767,25.980736,7.972944,-0.016386,0.053394
0.034000,486.676987,25.961366,7.994524,-0.016427,0.053344
0.035000,486.676987,25.961366,7.994524,-0.016427,0.053344
0.036000,486.676987,25.961366,7.994524,-0.016427,0.053344
0.037000,486.776637,26.020996,7.973234,-0.016380,0.053456
0.038000,486.679987,26.000626,7.950584,-0.016336,0.053424
0.039000,486.679987,26.000626,7.950584,-0.016336,0.053424
0.040000,486.679987,26.000626,7.950584,-0.016336,0.053424
0.041000,486.587767,26.019996,7.929004,-0.016295,0.053474
0.042000,486.587117,26.020216,7.972344,-0.016384,0.053475
0.043000,486.399677,26.019696,7.973124,-0.016392,0.053494
0.044000,486.587117,26.020216,7.972344,-0.016384,0.053475
