Time,Fz,Mx,My,CoPx,CoPy
0.000000,875.162845,14.424594,15.998815,-0.018281,0.016482
0.001000,875.163495,14.424374,15.955475,-0.018231,0.016482
0.002000,874.978405,14.463334,15.955655,-0.018235,0.016530
0.003000,874.979055,14.463114,15.912315,-0.018186,0.016530
0.004000,874.985835,14.542334,15.912785,-0.018186,0.016620
0.005000,874.891265,14.522224,15.891805,-0.018164,0.016599
0.006000,874.801395,14.581074,15.869625,-0.018141,0.016668
0.007000,874.613955,14.580554,15.870405,-0.018146,0.016671
0.008000,874.429515,14.619294,15.827245,-0.018100,0.016719
0.009000,874.337295,14.638664,15.805665,-0.018077,0.016743
0.010000,874.337295,14.638664,15.805665,-0.018077,0.016743
0.011000,874.432515,14.658554,15.783305,-0.018050,0.016764
0.012000,874.436945,14.698294,15.784375,-0.018051,0.016809
0.013000,874.249505,14.697774,15.785155,-0.018056,0.016812
0.014000,874.159635,14.756624,15.762975,-0.018032,0.016881
0.015000,874.159635,14.756624,15.762975,-0.018032,0.016881
0.016000,874.160285,14.756404,15.719635,-0.017983,0.016881
0.017000,874.164715,14.796144,15.720705,-0.017984,0.016926
0.018000,874.168495,14.836104,15.765115,-0.018034,0.016972
0.019000,874.076275,14.855474,15.743535,-0.018012,0.016996
0.020000,874.172925,14.875844,15.766185,-0.018036,0.017017
0.021000,874.083705,14.934474,15.700665,-0.017962,0.017086
0.022000,873.992265,14.954544,15.767435,-0.018041,0.017111
0.023000,873.900045,14.973914,15.745855,-0.018018,0.017135
0.024000,873.807175,14.993504,15.767615,-0.018045,0.017159
0.025000,873.903825,15.013874,15.790265,-0.018069,0.017180
0.026000,874.097775,15.054394,15.792225,-0.018067,0.017223
0.027000,874.004905,15.073984,15.813985,-0.018094,0.017247
0.028000,873.916465,15.133314,15.836815,-0.018122,0.017317
0.029000,873.916465,15.133314,15.836815,-0.018122,0.017317
0.030000,873.638505,15.191864,15.858755,-0.018153,0.017389
0.031000,873.642935,15.231604,15.859825,-0.018154,0.017435
0.032000,873.735155,15.212234,15.881405,-0.018176,0.017411
0.033000,873.739585,15.251974,15.882475,-0.018178,0.017456
0.034000,873.739585,15.251974,15.882475,-0.018178,0.017456
0.035000,873.646715,15.271564,15.904235,-0.018204,0.017480
0.036000,873.556845,15.330414,15.882055,-0.018181,0.017549
0.037000,873.652065,15.350304,15.859695,-0.018153,0.017570
0.038000,873.656495,15.390044,15.860765,-0.018154,0.017616
0.039000,873.568055,15.449374,15.883595,-0.018182,0.017685
0.040000,873.283315,15.428704,15.905065,-0.018213,0.017667
0.041000,873.475185,15.468964,15.905355,-0.018209,0.017710
0.042000,873.481965,15.548184,15.905825,-0.018210,0.017800
0.043000,873.385315,15.527814,15.883175,-0.018186,0.017779
0.044000,873.481965,15.548184,15.905825,-0.018210,0.017800
0.045000,873.296875,15.587144,15.906005,-0.018214,0.017849
0.046000,873.392095,15.607034,15.883645,-0.018186,0.017869
0.047000,873.206355,15.646214,15.927165,-0.018240,0.017918
0.048000,873.303005,15.666584,15.949815,-0.018264,0.017939
