Time,Fz,Mx,My,CoPx,CoPy
0.000000,673.520792,38.859419,-4.315983,0.006408,0.057696
0.001000,673.424142,38.839049,-4.338633,0.006443,0.057674
0.002000,673.705882,38.820459,-4.316163,0.006407,0.057622
0.003000,673.609232,38.800089,-4.338813,0.006441,0.057600
0.004000,673.699102,38.741239,-4.316633,0.006407,0.057505
0.005000,673.603102,38.720649,-4.382623,0.006506,0.057483
0.006000,673.411232,38.680389,-4.382913,0.006509,0.057439
0.007000,673.314582,38.660019,-4.405563,0.006543,0.057417
0.008000,673.219362,38.640129,-4.383203,0.006511,0.057396
0.009000,673.124142,38.620239,-4.360843,0.006479,0.057375
0.010000,673.212582,38.560909,-4.383673,0.006512,0.057279
0.011000,673.305452,38.541319,-4.405433,0.006543,0.057242
0.012000,673.303102,38.501839,-4.404833,0.006542,0.057184
0.013000,673.298672,38.462099,-4.405903,0.006544,0.057125
0.014000,673.206452,38.481469,-4.427483,0.006577,0.057161
0.015000,673.204102,38.441989,-4.426883,0.006576,0.057103
0.016000,673.204102,38.441989,-4.426883,0.006576,0.057103
0.017000,673.296322,38.422619,-4.405303,0.006543,0.057066
0.018000,673.199672,38.402249,-4.427953,0.006577,0.057044
0.019000,673.389192,38.403029,-4.427063,0.006574,0.057029
0.020000,673.477632,38.343699,-4.449893,0.006607,0.056934
0.021000,673.189112,38.283069,-4.472833,0.006644,0.056868
0.022000,673.380982,38.323329,-4.472543,0.006642,0.056912
0.023000,673.570502,38.324109,-4.471653,0.006639,0.056897
0.024000,673.285762,38.303439,-4.450183,0.006610,0.056890
0.025000,673.470852,38.264479,-4.450363,0.006608,0.056817
0.026000,673.281982,38.263479,-4.494593,0.006676,0.056831
0.027000,673.281982,38.263479,-4.494593,0.006676,0.056831
0.028000,673.467072,38.224519,-4.494773,0.006674,0.056758
0.029000,673.374852,38.243889,-4.516353,0.006707,0.056794
0.030000,673.467722,38.224299,-4.538113,0.006738,0.056757
0.031000,673.656592,38.225299,-4.493883,0.006671,0.056743
0.032000,673.467722,38.224299,-4.538113,0.006738,0.056757
0.033000,673.371072,38.203929,-4.560763,0.006773,0.056735
0.034000,673.556162,38.164969,-4.560943,0.006771,0.056662
0.035000,673.556162,38.164969,-4.560943,0.006771,0.056662
0.036000,673.648382,38.145599,-4.539363,0.006738,0.056625
0.037000,673.834122,38.106419,-4.582883,0.006801,0.056552
0.038000,673.831772,38.066939,-4.582283,0.006800,0.056493
0.039000,673.642252,38.066159,-4.583173,0.006804,0.056508
0.040000,673.642252,38.066159,-4.583173,0.006804,0.056508
